ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD11586,Navaldia,No,Missing,Earth,14.255,0.367,31117.20000000001,1966.0,2004.0,0.25413,4015.974991,Uncontrolled,0.5,48.842999999999996,Low,Not Rated,2017.0,0.0846,476.4,9.7,11.939999999999998
SOAD13665,Navaldia,Yes,Missing,Earth,10.078,0.277,156699.6,2000.0,2003.0,0.20882,0.0,Uncontrolled,4.4,10.07,High,Not Rated,2014.0,0.0895,25.7,312.0,14.490000000000002
SOAD15655,Navaldia,Yes,Recreation,Earth,9.984,0.23,41811.399999999994,1958.0,2007.0,0.2758,29.29619,Missing,2.0,8.205,High,Not Rated,2020.0,0.149,277.2,514.7,7.2
SOAD20501,Lyndrassia,No,Recreation,Earth,8.715,0.3483,0.0,1960.0,2008.0,0.28959,1944.2017,Missing,0.0,1.69,High,Not Rated,2017.0,0.0984,470.3,893.9,9.5
SOAD04679,Navaldia,Yes,Recreation,Earth,5.002,0.083,298199.2,1930.0,2008.0,0.43537,79.89869999999999,Missing,1.0,17.517999999999997,High,Poor,2018.6,0.1169,679.2,606.5,6.6
SOAD05006,Flumevale,Yes,Other,Earth,19.059,0.265,28836.0,1880.0,1995.0,0.66192,175.77714,Missing,1.0,4.76,High,Satisfactory,2017.0,0.0832,52.4,383.6,25.59
SOAD06315,Navaldia,Yes,Flood Risk Reduction,Earth,12.014,0.341,67950.0,1997.0,2004.0,0.12017,5.32658,Uncontrolled,4.5,14.99,Low,Not Rated,2014.0,0.0699,44.2,9.2,23.279999999999998
SOAD06902,Navaldia,No,Water Supply,Earth,9.396,0.257,16721.70000000001,1960.0,1997.0,0.10047,0.0,Missing,-4.440892098500626e-16,20.968,Low,Not Rated,2014.0,0.1271,30.9,4.8,11.2
SOAD07460,Flumevale,Yes,Water Supply,Earth,30.673,0.233,24032.0,1965.0,2002.0,0.10244,74.57212,Uncontrolled,1.0,10.73,High,Satisfactory,2022.0,0.0988,39.4,359.7,61.8
SOAD04167,Flumevale,Yes,Water Supply,Earth,8.39,0.33,0.0,1948.0,1998.0,0.40188,118.78273399999989,Missing,0.5,10.725999999999999,Low,Satisfactory,2017.0,0.0654,289.3,16.0,13.7
SOAD05368,Navaldia,Yes,Flood Risk Reduction,Earth,17.453,0.507,150570.0,1973.0,2007.0,0.07683,5.32658,Missing,4.699999999999999,23.146,Low,Not Rated,2014.0,0.1248,25.0,20.2,26.12
SOAD08534,Navaldia,Yes,Flood Risk Reduction,Earth,7.697,0.673,48240.0,1970.0,2006.0,0.15563,2.66329,Uncontrolled,5.0,5.683999999999999,High,Not Rated,2023.0,0.0612,42.1,496.5,15.21
SOAD09981,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.798,0.517,15272.899999999994,1971.0,1989.0,0.16942,0.0,Missing,1.9999999999999998,104.87,Low,Not Rated,2014.0,0.0907,22.6,224.9,23.619999999999997
SOAD01771,Flumevale,Yes,Water Supply,Earth,17.019,0.3,85700.0,1955.0,2002.0,0.23443,5.32658,Missing,0.5,11.387,Low,Satisfactory,2017.0,0.0697,27.7,11.1,21.9
SOAD03422,Navaldia,No,Other,Earth,3.946,1.917,25264.79999999999,1948.0,1997.0,0.14381,0.0,Missing,-4.440892098500626e-16,18.024,Low,Not Rated,2014.0,0.075,5.6,22.2,13.65
SOAD05919,Flumevale,Yes,Flood Risk Reduction,Earth,12.577,0.718,25104.29999999996,1959.0,1997.0,0.2955,13.31645,Uncontrolled,3.0,3.28,Low,Fair,2014.0,0.1001,133.5,187.4,24.57
SOAD06252,Navaldia,No,Irrigation,Earth,3.911,0.033,19673.79999999996,1954.0,1984.0,0.0,0.0,Missing,-4.440892098500626e-16,11.58,Low,Not Rated,2014.0,0.0837,32.3,379.3,41.8
SOAD10692,Navaldia,Yes,Flood Risk Reduction,Earth,13.73,0.684,73280.0,1965.0,2011.0,0.0985,7.98987,Uncontrolled,5.0,2.955000000000002,High,Fair,2022.0,0.0783,35.5,753.3,30.92
SOAD13534,Navaldia,Yes,Flood Risk Reduction,Earth,8.121,0.442,60558.0,1960.0,2008.0,0.13396,5.32658,Uncontrolled,5.0,3.9330000000000016,High,Fair,2021.0,0.0772,29.8,647.8,31.58
SOAD17174,Navaldia,Yes,Flood Risk Reduction,Earth,14.804,0.287,52830.0,1970.0,2006.0,0.06304,7.98987,Missing,5.0,21.98,Low,Not Rated,2014.0,0.1204,10.9,6.3,22.05
SOAD18501,Lyndrassia,No,Irrigation,Earth,8.897,0.3685,0.0,1976.0,1995.0,0.29156,6298.68085,Missing,0.0,7.82,Low,Not Rated,2014.0,0.1198,331.9,326.2,12.9
SOAD19899,Navaldia,Yes,Flood Risk Reduction,Earth,9.682,0.401,46370.0,1961.0,2006.0,0.17336,5.32658,Missing,5.0,21.551,Low,Not Rated,2014.0,0.103,20.0,5.3,19.11
SOAD00157,Navaldia,No,Missing,Earth,5.794,0.327,19274.400000000023,1969.0,1998.0,0.2758,0.0,Missing,0.4999999999999998,32.119,Low,Not Rated,2014.0,0.0988,366.7,14.3,12.66
SOAD10925,Navaldia,Yes,Flood Risk Reduction,Earth,9.974,0.339,86836.9,1959.0,2001.0,0.12411,5.32658,Uncontrolled,5.0,2.361000000000004,High,Not Rated,2023.0,0.1002,42.1,765.2,18.310000000000002
SOAD18049,Navaldia,No,Recreation,Earth,12.674,0.233,43961.40000000002,1985.0,2006.0,0.24428,7.98987,Uncontrolled,3.3999999999999995,15.789000000000001,Significant,Not Rated,2015.0,0.1607,560.5,355.8,7.8
SOAD18488,Navaldia,Yes,Flood Risk Reduction,Earth,12.499,0.563,61030.0,1965.0,2006.0,0.14775,5.32658,Uncontrolled,5.0,2.811,High,Not Rated,2022.0,0.0638,8.4,949.8,11.590000000000002
SOAD03176,Lyndrassia,Yes,Irrigation,Earth,6.978,0.532,4288.200000000041,1960.0,2005.0,0.17257199999999973,46.607575000000224,Missing,0.5999999999999999,48.58,Low,Missing,2015.7,0.0949,21.8,97.3,21.9
SOAD05657,Navaldia,Yes,Flood Risk Reduction,Earth,11.858,0.375,52730.0,1970.0,2006.0,0.0906199999999999,7.98987,Missing,5.0,27.095,Low,Not Rated,2014.0,0.0532,25.0,10.9,24.97
SOAD09292,Navaldia,No,Water Supply,Earth,7.95,0.275,17327.70000000001,1965.0,1995.0,0.16942,0.0,Missing,-4.440892098500626e-16,16.122999999999998,Low,Not Rated,2014.0,0.0748,36.7,11.3,55.5
SOAD20282,Flumevale,Yes,Water Supply,Earth,30.056,0.225,26289.400000000023,1968.0,1996.0,0.13002,29.29619,Uncontrolled,6.0,59.13,Low,Not Rated,2015.6,0.059,10.8,187.3,20.3
SOAD03750,Navaldia,Yes,Missing,Earth,4.309,1.167,271628.4,1927.0,1992.0,0.54175,2.66329,Missing,5.0,2.2799999999999976,High,Fair,2019.0,0.0533,487.7,921.4,13.74
SOAD05228,Navaldia,Yes,Flood Risk Reduction,Earth,9.892,0.595,67690.0,1968.0,1999.0,0.0925899999999999,7.98987,Uncontrolled,5.0,17.17,Low,Not Rated,2016.0,0.0857,14.9,467.2,25.78
SOAD14814,Lyndrassia,Yes,Recreation,Earth,14.262,0.333,0.0,1980.0,1991.0,0.16351,2.66329,Uncontrolled,2.0,14.71,High,Satisfactory,2007.0,0.0793,23.6,456.3,5.7
SOAD15695,Lyndrassia,Yes,Tailings,Missing,0.0,0.5721,0.0,1976.0,2004.0,4.27293,0.0,Missing,5.0,2.713000000000001,High,Satisfactory,2018.0,0.0626,485.0,896.4,23.599999999999998
SOAD16088,Flumevale,Yes,Irrigation,Earth,7.725,0.976,25318.0,1904.0,1986.0,0.32505,0.0,Uncontrolled,6.0,7.8,Low,Not Rated,2016.8,0.0284,128.7,473.5,15.8
SOAD16448,Lyndrassia,No,Flood Risk Reduction,Gravity,8.225,0.436,51187.87,1965.0,1965.0,0.54372,45.27593,Uncontrolled,5.0,87.58,Low,Poor,2019.0,0.0721,87.5,119.4,19.349999999999998
SOAD17783,Lyndrassia,No,Fish and Wildlife Pond,Earth,3.076,0.077,2300.0,1959.0,1957.0,0.54372,7.98987,Missing,5.0,88.244,Low,Unsatisfactory,2018.0,0.0857,189.7,22.9,25.05
SOAD17431,Lyndrassia,No,Irrigation,Earth,11.71,0.1859,0.0,1974.0,2003.0,0.22655,1265.06275,Missing,0.0,7.82,High,Not Rated,2014.5,0.1151,9.1,385.8,12.6
SOAD17763,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Gravity,7.614,0.253,22875.1,1964.0,1964.0,0.2561,111.32552199999986,Uncontrolled,5.0,91.78,Low,Unsatisfactory,2019.0,0.0873,502.4,79.8,27.9
SOAD18594,Navaldia,Yes,Recreation,Earth,2.112,0.02,21018.839999999997,1919.0,2012.0,0.67374,13.31645,Missing,1.0,7.664,High,Fair,2021.0,0.1178,43.9,498.7,5.0
SOAD20064,Navaldia,No,Missing,Earth,11.803,0.203,13459.0,1960.0,1997.0,0.14184,0.0,Missing,-4.440892098500626e-16,20.277,Low,Not Rated,2014.0,0.131,31.3,8.9,29.769999999999996
SOAD06962,Navaldia,Yes,Flood Risk Reduction,Earth,12.305,0.345,54540.0,1964.0,2005.0,0.13002,5.32658,Missing,5.0,23.796,Low,Not Rated,2014.0,0.0871,10.8,19.6,24.45
SOAD10440,Navaldia,Yes,Recreation,Earth,11.501,0.437,725936.2,1987.0,2002.0,0.14381,0.0,Uncontrolled,5.0,4.308999999999999,High,Fair,2023.0,0.0669,45.3,778.3,5.0
SOAD13818,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.066,0.044,19008.70000000001,1955.0,2006.0,0.14755300000000027,31.693151000000398,Missing,0.4999999999999998,48.4,Low,Missing,2014.8,0.1178,22.6,90.5,20.8
SOAD15009,Navaldia,No,Irrigation,Earth,5.783,0.173,12682.399999999994,1981.0,2003.0,0.0,0.0,Missing,-4.440892098500626e-16,19.522,Low,Not Rated,2014.0,0.0995,14.5,18.9,45.6
SOAD01845,Navaldia,Yes,Flood Risk Reduction,Earth,10.931,0.307,72364.0,1961.0,2006.0,0.07683,7.98987,Missing,5.0,26.537,Low,Not Rated,2014.0,0.0615,31.1,7.5,26.959999999999997
SOAD03783,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.022,0.21,15313.899999999994,1937.0,1989.0,0.45113,2.66329,Uncontrolled,-4.440892098500626e-16,11.12,Low,Not Rated,2014.0,0.1298,43.2,20.5,27.9
SOAD04973,Navaldia,No,Flood Risk Reduction,Earth,11.279,0.38,41230.0,1963.0,1997.0,0.06895,7.98987,Missing,-4.440892098500626e-16,25.217,Low,Not Rated,2014.0,0.1151,44.8,19.9,20.86
SOAD05374,Flumevale,Yes,Water Supply,Earth,5.534,2.0,90000.0,1975.0,2005.0,0.28565,216.79180599999995,Missing,1.0,0.7719999999999949,High,Not Rated,2022.0,0.1293,385.6,940.9,40.4
SOAD07944,Navaldia,No,Missing,Earth,7.54,0.267,13166.899999999994,1970.0,2000.0,0.24625,0.0,Missing,-4.440892098500626e-16,24.27,Low,Not Rated,2014.0,0.0722,53.7,7.6,23.72
SOAD12798,Lyndrassia,Yes,Irrigation,Earth,7.695,0.264,5143.200000000041,1960.0,2000.0,0.17257199999999973,19.175688000000036,Missing,1.2000000000000002,51.99,Low,Missing,2017.7,0.0891,11.3,220.7,22.6
SOAD15959,Flumevale,Yes,Water Supply,Earth,5.634,0.083,130.0,1928.0,1991.0,0.56933,15.97974,Missing,1.0,8.293,Significant,Satisfactory,2017.0,0.1409,77.0,178.4,38.4
SOAD16173,Lyndrassia,Yes,Tailings,Missing,0.0,0.6869000000000001,0.0,1994.0,1992.0,0.83134,0.0,Missing,5.0,1.7259999999999955,High,Satisfactory,2018.0,0.072,295.6,675.4,31.07
SOAD17965,Navaldia,No,Recreation,Earth,8.348,0.31,13360.199999999983,1962.0,1998.0,0.2167,0.0,Missing,-4.440892098500626e-16,14.357000000000001,Low,Not Rated,2014.0,0.0977,33.5,13.7,9.5
SOAD08506,Navaldia,No,Recreation,Earth,8.099,0.233,20535.70000000001,1963.0,1998.0,0.197,0.0,Missing,-4.440892098500626e-16,15.222,Low,Not Rated,2014.0,0.0841,24.9,16.7,7.2
SOAD19854,Lyndrassia,Yes,Recreation,Earth,2.452,0.06,10845.50000000003,1943.0,2004.0,0.77027,23.96961,Missing,1.2000000000000002,58.99,Significant,Missing,2018.3,0.1307,289.2,237.5,7.6
SOAD01411,Navaldia,Yes,Flood Risk Reduction,Earth,13.162,0.32,51850.0,1972.0,2006.0,0.06304,5.32658,Missing,5.0,28.657,Low,Not Rated,2014.0,0.1021,9.9,16.2,18.06
SOAD05277,Flumevale,No,Recreation,Earth,5.067,0.167,13981.199999999983,1928.0,2006.0,0.38809,2124.772762,Missing,3.0,0.0,High,Fair,2023.0,0.1205,193.3,891.1,5.0
SOAD08597,Flumevale,Yes,Flood Risk Reduction,Earth,17.476,0.21,81150.0,1964.0,1994.0,0.21079,58.59238,Missing,3.0,4.62,Low,Not Rated,2016.2,0.0983,9.1,314.4,26.38
SOAD13388,Flumevale,Yes,Irrigation,Earth,16.017,0.293,77958.0,1957.0,2003.0,0.20094,42.61264,Uncontrolled,1.0,10.88,High,Fair,2022.0,0.1182,39.4,247.4,23.0
SOAD13915,Flumevale,Yes,Other,Buttress,5.486,0.062,460.0,1938.0,2000.0,0.78603,5501.558153,Missing,0.5,13.209999999999999,Low,Satisfactory,2017.0,0.0608,117.4,14.4,34.47
SOAD00900,Navaldia,No,Missing,Earth,13.796,0.256,35192.0,2007.0,2007.0,0.19306,13.31645,Uncontrolled,2.5,24.825,Low,Not Rated,2020.0,0.1009,30.3,10.9,8.160000000000002
SOAD01468,Flumevale,Yes,Water Supply,Earth,36.684,0.29,189324.3,1954.0,1984.0,0.10244,0.0,Uncontrolled,1.0,0.0,High,Satisfactory,2022.0,0.1019,19.5,934.1,17.1
SOAD03890,Navaldia,Yes,Flood Risk Reduction,Earth,13.911,0.376,65337.399999999994,1960.0,2005.0,0.06895,5.32658,Missing,5.0,21.612000000000002,Low,Not Rated,2014.0,0.0845,14.5,18.6,21.84
SOAD07196,Navaldia,No,Other,Earth,13.388,0.206,13688.399999999994,1966.0,2001.0,0.22064,0.0,Missing,-4.440892098500626e-16,11.681000000000001,Low,Not Rated,2014.0,0.1283,32.2,13.9,6.800000000000001
SOAD14527,Lyndrassia,Yes,Irrigation,Earth,6.501,0.132,25458.100000000006,1904.0,1984.0,0.36839,15.97974,Uncontrolled,1.0,64.05,High,Poor,2024.0,0.1239,339.9,191.0,33.0
SOAD16890,Navaldia,No,Other,Earth,7.382,0.3,20995.29999999996,1962.0,1993.0,0.29156,0.0,Uncontrolled,-4.440892098500626e-16,9.266000000000002,Low,Not Rated,2014.0,0.0901,300.6,13.7,22.44
SOAD01847,Lyndrassia,Yes,Other,Earth,3.257,0.933,2.9103830456733704e-11,1954.0,2006.0,0.23029300000000008,45.00960099999952,Missing,-4.440892098500626e-16,19.92,Low,Missing,2014.9,0.1095,16.1,102.0,15.059999999999999
SOAD11420,Navaldia,Yes,Irrigation,Concrete,11.888,0.067,67997.29999999999,1940.0,2005.0,0.28565,71.90883,Missing,3.0999999999999996,1.64,Low,Not Rated,2014.0,0.0775,363.6,561.8,17.1
SOAD05176,Navaldia,Yes,Flood Risk Reduction,Earth,8.971,0.3,80273.59999999998,1979.0,2002.0,0.13199,3108.05943,Uncontrolled,5.0,11.17,High,Fair,2022.0,0.0601,17.8,334.0,21.4
SOAD01454,Navaldia,Yes,Recreation,Earth,4.898,0.433,42048.00000000003,1967.0,1993.0,0.28368,0.0,Missing,5.0,31.877999999999997,Low,Not Rated,2014.0,0.0902,410.5,23.5,7.9
SOAD04790,Navaldia,Yes,Recreation,Earth,7.838,0.383,116475.20000000001,1902.0,1989.0,0.31126,2.66329,Uncontrolled,4.6,24.378999999999998,Low,Not Rated,2014.0,0.0852,486.9,5.5,4.3
SOAD12184,Navaldia,Yes,Recreation,Earth,10.58,0.317,67812.0,1908.0,2009.0,0.2758,13.31645,Missing,1.0,2.1660000000000004,High,Satisfactory,2014.2,0.0825,42.3,721.2,5.6
SOAD15767,Navaldia,Yes,Flood Risk Reduction,Earth,14.869,0.333,22901.0,1955.0,2006.0,0.08668,7.98987,Missing,5.0,22.996,Low,Not Rated,2014.0,0.0945,24.8,6.6,22.94
SOAD18396,Lyndrassia,Yes,Missing,Earth,15.776,3.775,57903.399999999994,1972.0,2003.0,0.24428,2.66329,Uncontrolled,5.0,14.866,Low,Satisfactory,2015.0,0.0386,63.7,7.6,14.170000000000002
SOAD04758,Navaldia,Yes,Flood Risk Reduction,Earth,14.332,0.543,72999.0,1971.0,2007.0,0.10835,7.98987,Uncontrolled,5.0,3.36,High,Fair,2022.0,0.0716,12.8,619.5,31.41
SOAD08443,Navaldia,Yes,Flood Risk Reduction,Earth,7.139,0.383,43890.0,1963.0,2005.0,0.10244,5.32658,Missing,5.0,20.556,Low,Not Rated,2014.0,0.0979,28.8,9.2,24.39
SOAD11540,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.324,0.217,28414.100000000035,1974.0,2004.0,0.06954100000000007,39.94935,Uncontrolled,5.2,21.82,Low,Missing,2016.4,0.0566,21.3,381.3,21.35
SOAD13106,Navaldia,No,Water Supply,Earth,7.771,0.527,35778.899999999994,1975.0,1999.0,0.24034,0.0,Uncontrolled,0.5,15.14,Low,Not Rated,2014.0,0.09,42.7,14.6,36.2
SOAD13895,Lyndrassia,Yes,Irrigation,Earth,5.257,0.067,3070.000000000029,1937.0,2006.0,0.15011399999999986,21.838977999999997,Missing,0.04999999999999982,73.77,Low,Missing,2015.5,0.1036,6.1,89.3,8.7
SOAD14846,Navaldia,No,Missing,Earth,5.229,0.4,20308.70000000001,1910.0,1994.0,0.32702,15.97974,Uncontrolled,5.0,17.799999999999997,Significant,Not Rated,2018.0,0.1104,313.7,247.6,8.58
SOAD07244,Lyndrassia,No,Flood Risk Reduction,Earth,11.734,0.367,67896.0,1971.0,2000.0,0.10441,932.1515,Uncontrolled,0.0,30.979,Low,Not Rated,2015.5,0.1204,29.8,4.8,23.84
SOAD09895,Navaldia,Yes,Water Supply,Earth,27.102,0.167,193765.0,1926.0,2015.0,0.12805,15.97974,Uncontrolled,1.0,1.2340000000000018,High,Poor,2018.5,0.1365,11.1,888.5,9.4
SOAD11546,Navaldia,Yes,Flood Risk Reduction,Earth,14.176,0.329,64760.0,1966.0,2006.0,0.09456,7.98987,Missing,5.0,26.581,Low,Not Rated,2014.0,0.1111,37.6,5.0,20.32
SOAD04802,Flumevale,Yes,Irrigation,Earth,5.968,0.4,72525.0,1902.0,1993.0,0.38218,0.0,Uncontrolled,6.0,17.55,Low,Satisfactory,2021.0,0.0452,538.6,98.1,15.8
SOAD06529,Lyndrassia,Yes,Irrigation,Earth,9.791,0.177,42194.40000000002,1951.0,2002.0,0.10145500000000007,93.21515,Missing,1.9999999999999998,0.0,Low,Missing,2016.1,0.1103,22.0,620.4,26.4
SOAD09025,Navaldia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.397,0.369,53690.0,1986.0,2006.0,0.11032,7.98987,Uncontrolled,3.2,16.825,Low,Not Rated,2014.0,0.1281,5.1,23.3,30.11
SOAD10746,Navaldia,Yes,Flood Risk Reduction,Earth,9.522,0.453,41833.0,1960.0,2006.0,0.13002,5.32658,Missing,5.0,22.192999999999998,Low,Not Rated,2014.0,0.1148,14.1,21.1,22.16
SOAD11390,Navaldia,Yes,Irrigation,Earth,9.394,0.3,215979.6,1921.0,2005.0,0.1772999999999999,47.93922,Uncontrolled,5.0,57.62,High,Fair,2023.0,0.0764,40.3,95.8,31.5
SOAD17872,Navaldia,No,Water Supply,Earth,7.116,0.333,19685.899999999965,1963.0,1994.0,0.34475,0.0,Missing,1.5,19.458,Low,Not Rated,2014.0,0.0654,487.6,8.5,33.2
SOAD01080,Flumevale,Yes,Water Supply,Earth,10.148,0.167,53000.0,1945.0,1993.0,0.27186,5.32658,Missing,0.5,8.040999999999999,Low,Satisfactory,2017.0,0.0708,642.4,16.7,38.2
SOAD01593,Navaldia,Yes,Flood Risk Reduction,Earth,10.221,0.363,47330.0,1974.0,1992.0,0.19897,5.32658,Uncontrolled,5.0,20.16,Low,Not Rated,2016.0,0.0679,7.2,409.3,27.43
SOAD05332,Lyndrassia,Yes,Irrigation,Earth,8.28,0.273,7923.3000000000175,1936.0,2004.0,2.0090059999999994,363.5390850000001,Missing,1.5,1.59,Significant,Missing,2019.7,0.1128,294.4,406.3,26.3
SOAD12776,Navaldia,No,Missing,Earth,5.0,0.567,13560.300000000017,1974.0,2000.0,0.23837,0.0,Missing,-4.440892098500626e-16,31.803999999999995,Low,Not Rated,2014.0,0.0983,29.2,13.0,24.64
SOAD16849,Navaldia,Yes,Flood Risk Reduction,Earth,7.274,0.175,76056.90000000002,1956.0,2011.0,0.17139,2303.74585,Missing,5.0,1.54,High,Not Rated,2021.0,0.081,6.3,194.6,26.41
SOAD17764,Navaldia,Yes,Flood Risk Reduction,Earth,13.02,0.393,77033.0,1979.0,2006.0,0.0925899999999999,7.98987,Missing,5.0,12.81,Low,Not Rated,2014.0,0.0876,26.8,153.7,23.96
SOAD20086,Navaldia,No,Missing,Earth,7.097,0.414,48900.0,1978.0,1994.0,0.32308,10.65316,Missing,0.4999999999999998,16.485,Low,Not Rated,2014.0,0.0907,445.4,15.6,13.59
SOAD06073,Navaldia,No,Missing,Earth,9.059,0.389,37633.600000000006,1978.0,2001.0,0.32505,13.31645,Uncontrolled,0.40000000000000013,36.336999999999996,Low,Not Rated,2020.0,0.1167,156.2,6.7,15.95
SOAD08128,Flumevale,Yes,Water Supply,Earth,12.403,0.228,35142.0,1946.0,1999.0,0.31323,50.60251,Missing,1.0,0.79,High,Satisfactory,2017.0,0.1025,212.9,268.9,39.0
SOAD09324,Navaldia,Yes,Recreation,Earth,6.701,0.105,68516.5,1957.0,2010.0,0.38021,5.32658,Missing,2.0,30.651000000000003,Significant,Satisfactory,2017.6,0.1292,466.7,130.2,3.5
SOAD15611,Navaldia,Yes,Water Supply,Rockfill,13.085,0.258,45120.0,1912.0,1999.0,0.19503,15.97974,Missing,1.0,1.899000000000001,High,Poor,2012.9,0.1297,24.9,688.7,31.8
SOAD00898,Navaldia,No,Other,Earth,13.778,0.0,12911.300000000017,1970.0,2000.0,0.16154,15.97974,Missing,-4.440892098500626e-16,15.464,Low,Not Rated,2014.0,0.1041,41.6,5.6,6.849999999999998
SOAD07536,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,13.276,1.056,89926.00000000001,1958.0,2006.0,0.2076380000000002,21.306319999999914,Missing,0.8500000000000001,80.37,Low,Missing,2014.8,0.0756,11.3,143.1,30.47
SOAD09543,Navaldia,No,Recreation,Earth,19.535,0.4,20852.00000000003,1964.0,2000.0,0.1576,0.0,Missing,-4.440892098500626e-16,15.552,Low,Not Rated,2014.0,0.0781,16.2,22.5,4.2
SOAD14193,Lyndrassia,No,Recreation,Earth,11.572,0.2572,0.0,1977.0,2001.0,0.2167,415.47324,Missing,0.0,0.0,Low,Not Rated,2014.0,0.0944,47.0,116.4,6.4
SOAD07443,Navaldia,Yes,Flood Risk Reduction,Earth,7.395,0.725,50675.0,1969.0,2008.0,0.13593,7.98987,Uncontrolled,5.0,2.914999999999999,High,Fair,2019.0,0.0916,43.9,778.0,27.5
SOAD15873,Navaldia,Yes,Missing,Earth,12.329,0.337,34265.59999999995,1902.0,1998.0,0.31717,7.98987,Uncontrolled,2.0,19.450000000000003,Significant,Poor,2019.0,0.1726,43.9,402.6,8.620000000000001
SOAD16844,Navaldia,Yes,Flood Risk Reduction,Earth,11.817,0.318,42960.0,1967.0,2005.0,0.0985,5.32658,Missing,5.0,20.759,Low,Not Rated,2014.0,0.0822,37.9,10.7,24.06
SOAD08562,Flumevale,Yes,Flood Risk Reduction,Earth,10.631,0.863,20283.600000000006,1963.0,1999.0,0.3349,37.28606,Uncontrolled,3.0,20.11,Low,Fair,2016.0,0.0789,100.2,145.6,24.5
SOAD09376,Navaldia,No,Recreation,Earth,10.951,0.182,23424.399999999994,1949.0,2000.0,0.0,0.0,Uncontrolled,0.4999999999999998,22.092999999999996,Low,Not Rated,2014.0,0.0682,5.9,5.6,7.9
SOAD11989,Navaldia,No,Water Supply,Earth,4.043,0.4,18528.79999999999,1969.0,1999.0,0.1792699999999999,0.0,Missing,-4.440892098500626e-16,18.733999999999998,Low,Not Rated,2014.0,0.0863,16.5,17.1,43.5
SOAD18315,Navaldia,Yes,Flood Risk Reduction,Earth,9.26,0.332,57630.0,1968.0,2006.0,0.12017,7.98987,Missing,5.0,25.889000000000003,Low,Not Rated,2014.0,0.1079,16.3,15.3,20.21
SOAD20401,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.246,0.067,64685.0,1958.0,2006.0,0.10460700000000012,18.110372000000098,Missing,0.8500000000000001,66.89,Low,Missing,2014.8,0.0809,20.4,91.4,26.09
SOAD10219,Lyndrassia,Yes,Recreation,Earth,19.003,0.277,140000.0,1970.0,1990.0,0.23246,2.66329,Uncontrolled,3.0,0.0,High,Satisfactory,2007.0,0.0858,35.3,809.4,4.3
SOAD12350,Lyndrassia,No,Other,Earth,6.931,0.4497,0.0,1969.0,2003.0,0.39006,1496.76898,Missing,0.0,0.0,Low,Not Rated,2014.3,0.0921,702.8,726.9,8.37
SOAD01455,Navaldia,Yes,Irrigation,Earth,2.108,2.773,160421.0,1955.0,1997.0,0.64025,0.0,Missing,5.0,34.687,Significant,Not Rated,2016.0,0.128,516.0,149.1,10.7
SOAD01464,Navaldia,Yes,Flood Risk Reduction,Earth,10.347,0.385,47160.0,1961.0,2006.0,0.07289,7.98987,Missing,5.0,22.959,Low,Not Rated,2014.0,0.1006,22.7,19.1,19.28
SOAD01839,Lyndrassia,No,Fish and Wildlife Pond,Earth,5.744,1.233,37000.0,1970.0,1991.0,0.23246,3707.29968,Uncontrolled,0.0,32.739,Low,Not Rated,2014.5,0.0722,34.8,9.4,20.35
SOAD17625,Flumevale,Yes,Water Supply,Rockfill,17.553,0.107,81076.0,1938.0,1996.0,0.0985,7.98987,Uncontrolled,0.0,29.14,Low,Not Rated,2015.3,0.0662,47.7,353.1,7.2
SOAD19214,Lyndrassia,No,Flood Risk Reduction,Gravity,16.036,0.199,82171.0,1967.0,1967.0,0.23443,93.21515,Uncontrolled,5.0,150.46,Low,Poor,2016.0,0.0728,35.3,70.3,17.07
SOAD00239,Navaldia,Yes,Flood Risk Reduction,Earth,11.182,0.633,106335.0,1982.0,2008.0,0.12017,10.65316,Uncontrolled,5.0,4.99,High,Fair,2021.0,0.0804,37.5,689.7,30.47
SOAD06435,Navaldia,No,Water Supply,Earth,12.767,0.32,18532.20000000004,1970.0,1993.0,0.34672,0.0,Missing,0.4999999999999998,9.106999999999998,Low,Not Rated,2014.0,0.0857,672.8,9.3,33.2
SOAD11973,Lyndrassia,No,Flood Risk Reduction,Earth,8.501,0.20440000000000003,0.0,1965.0,1990.0,0.28959,2937.60887,Missing,0.0,31.02,High,Not Rated,2014.0,0.1033,102.5,156.9,23.32
SOAD15425,Navaldia,No,Tailings,Earth,2.741,0.65,12802.49999999997,1989.0,2002.0,0.08274,10.65316,Missing,-4.440892098500626e-16,13.0,Low,Not Rated,2014.0,0.1109,35.0,161.2,19.32
